"product","product.href","Manufacturer","name","socket","image","form_factor","chipset","max_memory","memory_type","memory_slots","m2_slot","price","category"
"Asus ROG STRIX X870-F GAMING WIFI","https://pcpartpicker.com/product/CpfxFT/asus-rog-strix-x870-f-gaming-wifi-atx-am5-motherboard-rog-strix-x870-f-gaming-wifi","Asus","Asus ROG STRIX X870-F GAMING WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/10aa151066c248c524d1a2a4793e91c0.256p.jpg","ATX","AMD X870",192,"DDR5","4","",419.99,"MOBO"
"Gigabyte A520M S2H","https://pcpartpicker.com/product/HVK2FT/gigabyte-a520m-s2h-micro-atx-am4-motherboard-a520m-s2h","Gigabyte","Gigabyte A520M S2H Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/63b64f6b10bbfb2c406fdbf40bde777d.256p.jpg","Micro ATX","AMD A520",64,"DDR4","2","",90.99,"MOBO"
"ASRock X870 Steel Legend WiFi","https://pcpartpicker.com/product/yCfxFT/asrock-x870-steel-legend-wifi-atx-am5-motherboard-x870-steel-legend-wifi","ASRock","ASRock X870 Steel Legend WiFi ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/d60b1f6fdb6cd0fd0054ba44bd0d8d93.256p.jpg","ATX","AMD X870",256,"DDR5","4","2280 M-key
                        
                            2230/2260/2280 M-key
                        
                            2260/2280 M-key",224.41,"MOBO"
"Asus PRIME A620-PLUS WIFI6","https://pcpartpicker.com/product/Mzgrxr/asus-prime-a620-plus-wifi6-atx-am5-motherboard-prime-a620-plus-wifi6","Asus","Asus PRIME A620-PLUS WIFI6 ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/04313163bdec5b759a12dcbaa256aa16.256p.jpg","ATX","AMD A620",192,"DDR5","4","",139.99,"MOBO"
"Gigabyte B760M DS3H AX","https://pcpartpicker.com/product/jHfnTW/gigabyte-b760m-ds3h-ax-micro-atx-lga1700-motherboard-b760m-ds3h-ax","Gigabyte","Gigabyte B760M DS3H AX Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/183f9ccb12919c40ea74d1e58bf669e4.256p.jpg","Micro ATX","Intel B760",192,"DDR5","4","2280 M-key
                        
                            2280 M-key",129.99,"MOBO"
"Gigabyte Z790 AORUS ELITE X WIFI7","https://pcpartpicker.com/product/MZWJ7P/gigabyte-z790-aorus-elite-x-wifi7-atx-lga1700-motherboard-z790-aorus-elite-x-wifi7","Gigabyte","Gigabyte Z790 AORUS ELITE X WIFI7 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/a42ec2d24365991ac8e4f9a3067f2e85.256p.jpg","ATX","Intel Z790",192,"DDR5","4","",229.99,"MOBO"
"ASRock H610M/ac","https://pcpartpicker.com/product/6xhFf7/asrock-h610mac-micro-atx-lga1700-motherboard-h610mac","ASRock","ASRock H610M/ac Micro ATX LGA1700 Motherboard","LGA1700","https://m.media-amazon.com/images/I/61RvxIl7BYL.jpg","Micro ATX","Intel H610",64,"DDR4","2","2260/2280 M-key
                        
                            2230 E-key",89.99,"MOBO"
"Gigabyte B450M DS3H WIFI","https://pcpartpicker.com/product/HQVG3C/gigabyte-b450m-ds3h-wifi-micro-atx-am4-motherboard-b450m-ds3h-wifi","Gigabyte","Gigabyte B450M DS3H WIFI Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/c2733ca93b166fee878d09ed0817eed2.256p.jpg","Micro ATX","AMD B450",128,"DDR4","4","",119.99,"MOBO"
"Asus TUF GAMING B550M-PLUS WIFI II","https://pcpartpicker.com/product/kLNxFT/asus-tuf-gaming-b550m-plus-wifi-ii-micro-atx-am4-motherboard-tuf-gaming-b550m-plus-wifi-ii","Asus","Asus TUF GAMING B550M-PLUS WIFI II Micro ATX AM4 Motherboard","AM4","https://m.media-amazon.com/images/I/51q6ackGrcL.jpg","Micro ATX","AMD B550",128,"DDR4","4","2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key",199.99,"MOBO"
"MSI X870 GAMING PLUS WIFI","https://pcpartpicker.com/product/xFfV3C/msi-x870-gaming-plus-wifi-atx-am5-motherboard-x870-gaming-plus-wifi","MSI","MSI X870 GAMING PLUS WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/d12159191629629d3c107e4bbe7607c1.256p.jpg","ATX","AMD X870",256,"DDR5","4","",269.99,"MOBO"
"Gigabyte B450M K","https://pcpartpicker.com/product/KvgFf7/gigabyte-b450m-k-micro-atx-am4-motherboard-b450m-k","Gigabyte","Gigabyte B450M K Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/b9ebe8eb9d11bc4ac792b0b4ee3cfc22.256p.jpg","Micro ATX","AMD B450",64,"DDR4","2","",94.5,"MOBO"
"ASRock B850 Riptide WiFi","https://pcpartpicker.com/product/gRG2FT/asrock-b850-riptide-wifi-atx-am5-motherboard-b850-riptide-wifi","ASRock","ASRock B850 Riptide WiFi ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/0fbb56d177dff0ea8a248265f6762442.256p.jpg","ATX","AMD B850",256,"DDR5","4","",209.99,"MOBO"
"Asus ROG STRIX B550-F GAMING","https://pcpartpicker.com/product/JXBhP6/asus-rog-strix-b550-f-gaming-atx-am4-motherboard-rog-strix-b550-f-gaming","Asus","Asus ROG STRIX B550-F GAMING ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/2fab0cd72166896f8652fe39a7be1984.256p.jpg","ATX","AMD B550",128,"DDR4","4","",228.6,"MOBO"
"MSI MAG B650M MORTAR WIFI","https://pcpartpicker.com/product/GncG3C/msi-mag-b650m-mortar-wifi-micro-atx-am5-motherboard-mag-b650m-mortar-wifi","MSI","MSI MAG B650M MORTAR WIFI Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/d47024624729bbe5fca24a6ee1a3a010.256p.jpg","Micro ATX","AMD B650",192,"DDR5","4","2260/2280 M-key
                        
                            2260/2280 M-key",197.99,"MOBO"
"ASRock B850 LiveMixer WiFi","https://pcpartpicker.com/product/XgLp99/asrock-b850-livemixer-wifi-atx-am5-motherboard-b850-livemixer-wifi","ASRock","ASRock B850 LiveMixer WiFi ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/ecd86d9094fdf31610b32e0281a2743d.256p.jpg","ATX","AMD B850",256,"DDR5","4","",189.99,"MOBO"
"Gigabyte Z890 EAGLE WIFI7","https://pcpartpicker.com/product/TVrqqs/gigabyte-z890-eagle-wifi7-atx-lga1851-motherboard-z890-eagle-wifi7","Gigabyte","Gigabyte Z890 EAGLE WIFI7 ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/34de227b943c27e3486ab6e4aff51341.256p.jpg","ATX","Intel Z890",256,"DDR5","4","",239.99,"MOBO"
"Gigabyte B760M DS3H DDR4","https://pcpartpicker.com/product/DLVmP6/gigabyte-b760m-ds3h-ddr4-micro-atx-lga1700-motherboard-b760m-ds3h-ddr4","Gigabyte","Gigabyte B760M DS3H DDR4 Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/fa9a999bdf4679ce16db3dd924575170.256p.jpg","Micro ATX","Intel B760",128,"DDR4","4","2280 M-key
                        
                            2280 M-key",109.99,"MOBO"
"Asus ROG CROSSHAIR X670E HERO","https://pcpartpicker.com/product/kR2WGX/asus-rog-crosshair-x670e-hero-atx-am5-motherboard-rog-crosshair-x670e-hero","Asus","Asus ROG CROSSHAIR X670E HERO ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/fc1500861d9fdb521459849de62b11d4.256p.jpg","ATX","AMD X670E",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",899.99,"MOBO"
"ASRock A620M-HDV/M.2","https://pcpartpicker.com/product/2whv6h/asrock-a620m-hdvm2-micro-atx-am5-motherboard-a620m-hdvm2","ASRock","ASRock A620M-HDV/M.2 Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/a00629e6f5d93a9d8daf0981a338e993.256p.jpg","Micro ATX","AMD A620",96,"DDR5","2","2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",120.69,"MOBO"
"Gigabyte X870E AORUS MASTER","https://pcpartpicker.com/product/PdsV3C/gigabyte-x870e-aorus-master-atx-am5-motherboard-x870e-aorus-master","Gigabyte","Gigabyte X870E AORUS MASTER ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/518Fz24TzPL.jpg","ATX","AMD X870E",256,"DDR5","4","",529.99,"MOBO"
"ASRock H370M-HDV","https://pcpartpicker.com/product/d2GhP6/asrock-h370m-hdv-micro-atx-lga1151-motherboard-h370m-hdv","ASRock","ASRock H370M-HDV Micro ATX LGA1151 Motherboard","LGA1151","//cdna.pcpartpicker.com/static/forever/images/product/705b5dd683b4cbb22aa23484758f51ab.256p.jpg","Micro ATX","Intel H370",64,"DDR4","2","",71.98,"MOBO"
"ASRock B660M-HDV","https://pcpartpicker.com/product/4ZPQzy/asrock-b660m-hdv-micro-atx-lga1700-motherboard-b660m-hdv","ASRock","ASRock B660M-HDV Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/39a1944d21b5b9851377e359ba857915.256p.jpg","Micro ATX","Intel B660",64,"DDR4","2","2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",93.49,"MOBO"
"MSI PRO B650-P WIFI","https://pcpartpicker.com/product/CFzhP6/msi-pro-b650-p-wifi-atx-am5-motherboard-pro-b650-p-wifi","MSI","MSI PRO B650-P WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/b381dd1cf368e92388a8bfc64866fcc5.256p.jpg","ATX","AMD B650",192,"DDR5","4","",188.99,"MOBO"
"MSI PRO B840-P WIFI","https://pcpartpicker.com/product/TvVfrH/msi-pro-b840-p-wifi-atx-am5-motherboard-pro-b840-p-wifi","MSI","MSI PRO B840-P WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/93d5075a8c12fbe641b5bb67f4a4fd3b.256p.jpg","ATX","AMD B840",256,"DDR5","4","",159.99,"MOBO"
"Gigabyte B650M D3HP AX","https://pcpartpicker.com/product/Dvhv6h/gigabyte-b650m-d3hp-ax-micro-atx-am5-motherboard-b650m-d3hp-ax","Gigabyte","Gigabyte B650M D3HP AX Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/9f65900ab94286e8bd58699c80326ce3.256p.jpg","Micro ATX","AMD B650",192,"DDR5","4","2580 M-key
                        
                            2280/22110 M-key",139.99,"MOBO"
"Asus PRIME X870-P WIFI","https://pcpartpicker.com/product/d7zXsY/asus-prime-x870-p-wifi-atx-am5-motherboard-prime-x870-p-wifi","Asus","Asus PRIME X870-P WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/b8d7644383eb0f52cf18ebde7e83176b.256p.jpg","ATX","AMD X870",192,"DDR5","4","",239.99,"MOBO"
"Asus TUF GAMING B760M-PLUS WIFI II","https://pcpartpicker.com/product/Wnrqqs/asus-tuf-gaming-b760m-plus-wifi-ii-micro-atx-lga1700-motherboard-tuf-gaming-b760m-plus-wifi-ii","Asus","Asus TUF GAMING B760M-PLUS WIFI II Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/e88401bf243576dc4626866d019cd58e.256p.jpg","Micro ATX","Intel B760",192,"DDR5","4","",270.89,"MOBO"
"MSI B450M PRO-VDH MAX","https://pcpartpicker.com/product/kRTzK8/msi-b450m-pro-vdh-max-micro-atx-am4-motherboard-b450m-pro-vdh-max","MSI","MSI B450M PRO-VDH MAX Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/9f282b8b21d7c5b1fae9b0474ed77164.256p.jpg","Micro ATX","AMD B450",64,"DDR4","4","",86,"MOBO"
"MSI PRO X870-P WIFI","https://pcpartpicker.com/product/2WV2FT/msi-pro-x870-p-wifi-atx-am5-motherboard-pro-x870-p-wifi","MSI","MSI PRO X870-P WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/1ab3f2518ea02fed39ea4f9f7aa6f7db.256p.jpg","ATX","AMD X870",256,"DDR5","4","",244.99,"MOBO"
"Asus Z790 GAMING WIFI7","https://pcpartpicker.com/product/ZMxxFT/asus-z790-gaming-wifi7-atx-lga1700-motherboard-z790-gaming-wifi7","Asus","Asus Z790 GAMING WIFI7 ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/c4369596c853d9da016e5878929ce45d.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key",179.99,"MOBO"
"Gigabyte B550 UD AC","https://pcpartpicker.com/product/wjXV3C/gigabyte-b550-ud-ac-atx-am4-motherboard-b550-ud-ac","Gigabyte","Gigabyte B550 UD AC ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/9c84b688f61e7464302774dcde515727.256p.jpg","ATX","AMD B550",128,"DDR4","4","",111.88,"MOBO"
"Asus ROG STRIX B850-E GAMING WIFI","https://pcpartpicker.com/product/FQZWGX/asus-rog-strix-b850-e-gaming-wifi-atx-am5-motherboard-rog-strix-b850-e-gaming-wifi","Asus","Asus ROG STRIX B850-E GAMING WIFI ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/518Anf1ta6L.jpg","ATX","AMD B850",256,"DDR5","4","",349.99,"MOBO"
"Gigabyte B650 GAMING X AX","https://pcpartpicker.com/product/YZgFf7/gigabyte-b650-gaming-x-ax-atx-am5-motherboard-b650-gaming-x-ax","Gigabyte","Gigabyte B650 GAMING X AX ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/40037fa5f1c2c2b92273f1a5547ed181.256p.jpg","ATX","AMD B650",192,"DDR5","4","",184.8,"MOBO"
"ASRock B850M Pro RS WiFi","https://pcpartpicker.com/product/KyfV3C/asrock-b850m-pro-rs-wifi-micro-atx-am5-motherboard-b850m-pro-rs-wifi","ASRock","ASRock B850M Pro RS WiFi Micro ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/51XjIrODDmL.jpg","Micro ATX","AMD B850",256,"DDR5","4","2280 M-key
                        
                            2280 M-key
                        
                            2280 M-key
                        
                            2230 E-key",149.99,"MOBO"
"Asus TUF GAMING B650M-PLUS WIFI","https://pcpartpicker.com/product/dFzhP6/asus-tuf-gaming-b650m-plus-wifi-micro-atx-am5-motherboard-tuf-gaming-b650m-plus-wifi","Asus","Asus TUF GAMING B650M-PLUS WIFI Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/41f2fc275ab34cc9fcd97bea2a63ba7d.256p.jpg","Micro ATX","AMD B650",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key",288.11,"MOBO"
"ASRock B850M Riptide WiFi","https://pcpartpicker.com/product/RjcBD3/asrock-b850m-riptide-wifi-micro-atx-am5-motherboard-b850m-riptide-wifi","ASRock","ASRock B850M Riptide WiFi Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/b17a445556fd7abaaebb5f907bf7942d.256p.jpg","Micro ATX","AMD B850",256,"DDR5","4","2280 M-key
                        
                            2260/2280 M-key
                        
                            2260/2280 M-key
                        
                            2230 E-key",189.99,"MOBO"
"ASRock A520M-HDV","https://pcpartpicker.com/product/bWqBD3/asrock-a520m-hdv-micro-atx-am4-motherboard-a520m-hdv","ASRock","ASRock A520M-HDV Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/44867ec7814048eb5afc863cc9bc1de3.256p.jpg","Micro ATX","AMD A520",64,"DDR4","2","",73.65,"MOBO"
"MSI B840 GAMING PLUS WIFI","https://pcpartpicker.com/product/ZnnXsY/msi-b840-gaming-plus-wifi-atx-am5-motherboard-b840-gaming-plus-wifi","MSI","MSI B840 GAMING PLUS WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/6a5219cf327ef9665462e69429306ec4.256p.jpg","ATX","AMD B840",256,"DDR5","4","",169.99,"MOBO"
"Asus TUF GAMING X570-PLUS (WI-FI)","https://pcpartpicker.com/product/dmGnTW/asus-tuf-gaming-x570-plus-wi-fi-atx-am4-motherboard-tuf-gaming-x570-plus-wi-fi","Asus","Asus TUF GAMING X570-PLUS (WI-FI) ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/8d7d0435e8a2af93b5d91a1a5dccd476.256p.jpg","ATX","AMD X570",128,"DDR4","4","",329,"MOBO"
"Asus TUF GAMING B760-PLUS WIFI","https://pcpartpicker.com/product/LqkH99/asus-tuf-gaming-b760-plus-wifi-atx-lga1700-motherboard-tuf-gaming-b760-plus-wifi","Asus","Asus TUF GAMING B760-PLUS WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/bc0dae2e2b9ee30cfad6a2b8da8d8da3.256p.jpg","ATX","Intel B760",192,"DDR5","4","2242/2260/2280 M-key
                        
                            2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",179.99,"MOBO"
"MSI MPG B650I EDGE WIFI","https://pcpartpicker.com/product/DkFbt6/msi-mpg-b650i-edge-wifi-mini-itx-am5-motherboard-mpg-b650i-edge-wifi","MSI","MSI MPG B650I EDGE WIFI Mini ITX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/67b21f33b930179c2c462faa514ae6f3.256p.jpg","Mini ITX","AMD B650",128,"DDR5","2","",294.99,"MOBO"
"ASRock B650 PG LIGHTNING","https://pcpartpicker.com/product/jN3gXL/asrock-b650-pg-lightning-atx-am5-motherboard-b650-pg-lightning","ASRock","ASRock B650 PG LIGHTNING ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/e620945c5a6d2b798d7c52e3d29cfe6c.256p.jpg","ATX","AMD B650",256,"DDR5","4","2280 M-key
                        
                            2280 M-key
                        
                            2280 M-key
                        
                            2230 E-key",169.99,"MOBO"
"Asus ROG STRIX X870-I GAMING WIFI","https://pcpartpicker.com/product/Pm6NnQ/asus-rog-strix-x870-i-gaming-wifi-mini-itx-am5-motherboard-rog-strix-x870-i-gaming-wifi","Asus","Asus ROG STRIX X870-I GAMING WIFI Mini ITX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/d70b7ae0df36e3b4a74cddacdf57fe80.256p.jpg","Mini ITX","AMD X870",96,"DDR5","2","",441.99,"MOBO"
"MSI MPG X870E EDGE TI WIFI","https://pcpartpicker.com/product/3hy8TW/msi-mpg-x870e-edge-ti-wifi-atx-am5-motherboard-mpg-x870e-edge-ti-wifi","MSI","MSI MPG X870E EDGE TI WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/c4c8f2a6a1e68f45227b8d0901995a43.256p.jpg","ATX","AMD X870E",256,"DDR5","4","",349.23,"MOBO"
"Gigabyte X870E AORUS PRO","https://pcpartpicker.com/product/RXxxFT/gigabyte-x870e-aorus-pro-atx-am5-motherboard-x870e-aorus-pro","Gigabyte","Gigabyte X870E AORUS PRO ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/b67c09d12ff76df65b86485c3faeb5dc.256p.jpg","ATX","AMD X870E",256,"DDR5","4","",337,"MOBO"
"Asus PRIME B760M-A AX","https://pcpartpicker.com/product/7D88TW/asus-prime-b760m-a-ax-micro-atx-lga1700-motherboard-prime-b760m-a-ax","Asus","Asus PRIME B760M-A AX Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/98306ad4df2d2566069162fdf4ecb6d2.256p.jpg","Micro ATX","Intel B760",128,"DDR5","4","",139.99,"MOBO"
"MSI MAG Z890 TOMAHAWK WIFI","https://pcpartpicker.com/product/BW26Mp/msi-mag-z890-tomahawk-wifi-atx-lga1851-motherboard-mag-z890-tomahawk-wifi","MSI","MSI MAG Z890 TOMAHAWK WIFI ATX LGA1851 Motherboard","LGA1851","//cdna.pcpartpicker.com/static/forever/images/product/c4627c92bb33a5c35c247e2b415d25ed.256p.jpg","ATX","Intel Z890",256,"DDR5","4","",359.99,"MOBO"
"Asus ROG STRIX B550-A GAMING","https://pcpartpicker.com/product/y96qqs/asus-rog-strix-b550-a-gaming-atx-am4-motherboard-rog-strix-b550-a-gaming","Asus","Asus ROG STRIX B550-A GAMING ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/5ac88d84f61dd91c0621ac30c4dc5480.256p.jpg","ATX","AMD B550",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280/22110 M-key",224.48,"MOBO"
"ASRock B850 Steel Legend WiFi","https://pcpartpicker.com/product/vHNscf/asrock-b850-steel-legend-wifi-atx-am5-motherboard-b850-steel-legend-wifi","ASRock","ASRock B850 Steel Legend WiFi ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/30f5f3b9f60b1167239fee968998ce39.256p.jpg","ATX","AMD B850",256,"DDR5","4","",199.99,"MOBO"
"Asus PRIME B550-PLUS AC-HES","https://pcpartpicker.com/product/4bqPxr/asus-prime-b550-plus-ac-hes-atx-am4-motherboard-prime-b550-plus-ac-hes","Asus","Asus PRIME B550-PLUS AC-HES ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/d1cc901f52eef99cab0cc4d4255401ea.256p.jpg","ATX","AMD B550",128,"DDR4","4","",119.99,"MOBO"
"MSI PRO Z790-P WIFI","https://pcpartpicker.com/product/k7mmP6/msi-pro-z790-p-wifi-atx-lga1700-motherboard-pro-z790-p-wifi","MSI","MSI PRO Z790-P WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/157047663b648bb72039e6208a029ef3.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",198.3,"MOBO"
"Gigabyte B550I AORUS PRO AX","https://pcpartpicker.com/product/9pn8TW/gigabyte-b550i-aorus-pro-ax-mini-itx-am4-motherboard-b550i-aorus-pro-ax","Gigabyte","Gigabyte B550I AORUS PRO AX Mini ITX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/46324a9aac9a2c2e7b705b32a4632fba.256p.jpg","Mini ITX","AMD B550",64,"DDR4","2","",189.99,"MOBO"
"Gigabyte B650E AORUS ELITE X AX ICE","https://pcpartpicker.com/product/2KRwrH/gigabyte-b650e-aorus-elite-x-ax-ice-atx-am5-motherboard-b650e-aorus-elite-x-ax-ice","Gigabyte","Gigabyte B650E AORUS ELITE X AX ICE ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/41jglVrDisL.jpg","ATX","AMD B650E",192,"DDR5","4","",197.46,"MOBO"
"Gigabyte B850I AORUS PRO","https://pcpartpicker.com/product/FwVfrH/gigabyte-b850i-aorus-pro-mini-itx-am5-motherboard-b850i-aorus-pro","Gigabyte","Gigabyte B850I AORUS PRO Mini ITX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/eaf7d7e4417a44ec7b73e8da2a29142b.256p.jpg","Mini ITX","AMD B850",128,"DDR5","2","",259.99,"MOBO"
"ASRock B660M Pro RS","https://pcpartpicker.com/product/TZPQzy/asrock-b660m-pro-rs-micro-atx-lga1700-motherboard-b660m-pro-rs","ASRock","ASRock B660M Pro RS Micro ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/5602839ae99179798119982f3d94a277.256p.jpg","Micro ATX","Intel B660",128,"DDR4","4","",107.99,"MOBO"
"Gigabyte B550M DS3H AC","https://pcpartpicker.com/product/RHWzK8/gigabyte-b550m-ds3h-ac-micro-atx-am4-motherboard-b550m-ds3h-ac","Gigabyte","Gigabyte B550M DS3H AC Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/f297e0c6c4d4721c02cf4d51f53674aa.256p.jpg","Micro ATX","AMD B550",128,"DDR4","4","2242/2260/2280/22110 M-key
                        
                            2242/2260/2280 M-key",99.99,"MOBO"
"ASRock B650M-HDV/M.2","https://pcpartpicker.com/product/Dq4Zxr/asrock-b650m-hdvm2-micro-atx-am5-motherboard-b650m-hdvm2","ASRock","ASRock B650M-HDV/M.2 Micro ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/e4a16a219fbf878e01a4beae50bbc0ef.256p.jpg","Micro ATX","AMD B650",96,"DDR5","2","",133.15,"MOBO"
"Gigabyte B650 AORUS ELITE AX V2","https://pcpartpicker.com/product/KrWJ7P/gigabyte-b650-aorus-elite-ax-v2-atx-am5-motherboard-b650-aorus-elite-ax-v2","Gigabyte","Gigabyte B650 AORUS ELITE AX V2 ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/2bb6d5c9fa86895c102e1ee17fbebdf3.256p.jpg","ATX","AMD B650",192,"DDR5","4","",209.99,"MOBO"
"Gigabyte B850M GAMING X WIFI6E","https://pcpartpicker.com/product/KCy8TW/gigabyte-b850m-gaming-x-wifi6e-micro-atx-am5-motherboard-b850m-gaming-x-wifi6e","Gigabyte","Gigabyte B850M GAMING X WIFI6E Micro ATX AM5 Motherboard","AM5","https://m.media-amazon.com/images/I/51Nm-+9BkbL.jpg","Micro ATX","AMD B850",256,"DDR5","4","",179.99,"MOBO"
"Asus ROG STRIX B850-F GAMING WIFI","https://pcpartpicker.com/product/9hy8TW/asus-rog-strix-b850-f-gaming-wifi-atx-am5-motherboard-rog-strix-b850-f-gaming-wifi","Asus","Asus ROG STRIX B850-F GAMING WIFI ATX AM5 Motherboard","AM5","//cdna.pcpartpicker.com/static/forever/images/product/da67975baa3e2a69497334af8eee81ce.256p.jpg","ATX","AMD B850",192,"DDR5","4","",281.99,"MOBO"
"Gigabyte A520M DS3H V2","https://pcpartpicker.com/product/rxfxFT/gigabyte-a520m-ds3h-v2-micro-atx-am4-motherboard-a520m-ds3h-v2","Gigabyte","Gigabyte A520M DS3H V2 Micro ATX AM4 Motherboard","AM4","//cdna.pcpartpicker.com/static/forever/images/product/0090b895d648338f39bc35ccaa60ca67.256p.jpg","Micro ATX","AMD A520",128,"DDR4","4","",108.31,"MOBO"
"MSI MAG Z790 TOMAHAWK WIFI","https://pcpartpicker.com/product/9B2WGX/msi-mag-z790-tomahawk-wifi-atx-lga1700-motherboard-mag-z790-tomahawk-wifi","MSI","MSI MAG Z790 TOMAHAWK WIFI ATX LGA1700 Motherboard","LGA1700","//cdna.pcpartpicker.com/static/forever/images/product/4776555bd90ed817bdfa00fc78ae3043.256p.jpg","ATX","Intel Z790",192,"DDR5","4","2260/2280/22110 M-key
                        
                            2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2242/2260/2280 M-key
                        
                            2230 E-key",189.99,"MOBO"
