"","name","price","socket","form_factor","max_memory","memory_slots","color"
"1756","Biostar Z590 VALKYRIE",NA,"LGA1200","ATX",128,4,"Black / Gold"
"1757","Biostar X370GT5",NA,"AM4","ATX",64,4,"Black / White"
"1758","ASRock H310M-DGS",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1759","Gigabyte H310M HD2",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1760","MSI H310M PRO-VHL",NA,"LGA1151-2","Micro ATX",32,2,"Brown / Black"
"1761","ASRock H310M-HDVP",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1762","Asus PRIME H310I-PLUS/CSM",NA,"LGA1151-2","Mini ITX",32,2,"Black / Gray"
"1763","Biostar B450MHC",NA,"AM4","Micro ATX",32,2,"Black / Yellow"
"1764","ECS B350AM4-M2",NA,"AM4","Micro ATX",64,4,"Black"
"1765","ASRock Z490 Phantom Gaming 4/2.5G",NA,"LGA1200","ATX",128,4,"Black / Gray"
"1766","Biostar B350M",NA,"AM4","Micro ATX",32,2,"Black / Yellow"
"1767","Colorful CVN X570 GAMING PRO V14",NA,"AM4","ATX",128,4,"Black / Silver"
"1768","Colorful CVN X570M GAMING PRO V14",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"1769","ASRock B560M-HDV-A",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1770","Biostar Z590GTA",NA,"LGA1200","ATX",128,4,"Blue / Black"
"1771","ASRock Z590 OC Formula",NA,"LGA1200","EATX",64,2,"Green / Black"
"1772","Gigabyte B660M AORUS Pro",NA,"LGA1700","Micro ATX",192,4,"Black"
"1773","Gigabyte Z690 GAMING X DDR4 V2",NA,"LGA1700","ATX",128,4,"Black"
"1774","Asus Z490-GUNDAM (WI-FI)",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1775","MSI PRO-A320M-B",NA,"AM4","Micro ATX",64,2,"Brown / Black"
"1776","Biostar A320MD PRO",NA,"AM4","Micro ATX",32,2,"Brown / Yellow"
"1777","MSI PRO B760M-A DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1778","Gigabyte B760M D DDR4",NA,"LGA1700","Micro ATX",64,2,"Gray / Black"
"1779","Asus PRIME H610M-K-CSM",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1780","Biostar B650MT-E PRO",NA,"AM5","Micro ATX",192,4,"Black / Silver"
"1781","Gigabyte H610M K V2",NA,"LGA1700","Micro ATX",96,2,"Brown / Black"
"1782","Asus PRIME B650M-F",NA,"AM5","Micro ATX",96,2,"Black / Silver"
"1783","Asus PRIME H510M-F R3.0-CSM",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1784","Gigabyte B760M G AX",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1785","Biostar Z590MHP",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1786","Biostar X370GT7",NA,"AM4","ATX",64,4,"Black / White"
"1787","Biostar B350ET2",NA,"AM4","Micro ATX",32,2,"Black"
"1788","Supermicro C9Z390-CG",NA,"LGA1151-2","ATX",128,4,"Black"
"1789","Biostar X470GTA",NA,"AM4","ATX",64,4,"Black / Silver"
"1790","Biostar X570GTA",NA,"AM4","ATX",128,4,"Black / Silver"
"1791","ASRock Z490 Phantom Gaming 4SR",NA,"LGA1200","ATX",128,4,"Black"
"1792","EVGA Z490 DARK",NA,"LGA1200","EATX",64,2,"Black"
"1793","Biostar Racing Z490T-Silver",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1794","Biostar B460GTA",NA,"LGA1200","ATX",128,4,"Black"
"1795","Biostar B460GTQ",NA,"LGA1200","Micro ATX",128,4,"Black"
"1796","Biostar B560GTQ",NA,"LGA1200","Micro ATX",128,4,"Black / Blue"
"1797","Asus PRO H410M-C2/CSM",NA,"LGA1200","Micro ATX",64,2,"Green"
"1798","Asus PRIME H610M-K D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1799","Biostar H610MX-E",NA,"LGA1700","Micro ATX",64,2,"Gray / Black"
"1800","Gigabyte B660 DS3H AC",NA,"LGA1700","ATX",128,4,"Black"
"1801","Asus PRIME B650M-A WIFI-CSM",NA,"AM5","Micro ATX",128,4,"Silver / Black"
"1802","Asus EX-B760M-V5 D4",NA,"LGA1700","Micro ATX",64,2,"Red / Black"
"1803","Gigabyte B760M AORUS PRO DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1804","Gigabyte B760M AORUS PRO",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"1805","Biostar B760MXC PRO",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"1806","ASRock H610M-HDVP/D5 R2.0",NA,"LGA1700","Micro ATX",96,2,"Black"
"1807","Asus PRIME B650M-K-CSM",NA,"AM5","Micro ATX",96,2,"Silver / Black"
"1808","Asus Pro H610M-CT2 D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Green"
"1809","Asus EX-B650M-V7",NA,"AM5","Micro ATX",96,2,"Black / Red"
"1810","Asus PRIME H610M-D-CSM",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1811","Asus PRIME H610M-K D4 ARGB-CSM",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1812","Gigabyte B760M D",NA,"LGA1700","Micro ATX",96,2,"Black / Gray"
"1813","Gigabyte B360 M AORUS PRO (rev.1.0)",NA,"LGA1151-2","Micro ATX",64,4,"Black / Orange"
"1814","Biostar A620MS",NA,"AM5","Micro ATX",96,2,"Black"
"1815","Asus PRIME B760M-F D4",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1816","Asus PRIME B760M-F-CSM",NA,"LGA1700","Micro ATX",96,2,"Black / Gray"
"1817","Gigabyte B360 HD3P",NA,"LGA1151-2","ATX",64,4,"Silver / Black"
"1818","Gigabyte B360M D3V",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1819","Biostar B360GT3S",NA,"LGA1151-2","Micro ATX",64,4,"Black"
"1820","Biostar X570GT8",NA,"AM4","ATX",128,4,"Black"
"1821","ASRock H410M-HDVP2",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1822","Biostar B350GTX",NA,"AM4","Micro ATX",64,4,"Black / Yellow"
"1823","Gigabyte H410M DS2V V2",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1824","Asus EX-B560M-V5",NA,"LGA1200","Micro ATX",64,2,"Red / Black"
"1825","Asus PRIME H510M-A WIFI/CSM",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1826","ASRock Z590-C/ax",NA,"LGA1200","ATX",128,4,"Black"
"1827","ASRock H610M-HDVP/D5",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1828","Asus EX-H610M-V3 D4",NA,"LGA1700","Micro ATX",64,2,"Red / Black"
"1829","Biostar Z690A-SILVER",NA,"LGA1700","ATX",128,4,"Silver / Black"
"1830","Gigabyte Z690 UD DDR4 V2",NA,"LGA1700","ATX",128,4,"Black"
"1831","Asus EX-B660M-V5-PRO-D4",NA,"LGA1700","Micro ATX",64,2,"Red / Black"
"1832","MSI Z590M PRO",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1833","Asus PRIME B760M-AJ D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1834","Gigabyte B760M POWER DDR4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1835","Biostar H510MHP",NA,"LGA1200","Micro ATX",64,2,"Black"
"1836","Biostar B560MH-E PRO",NA,"LGA1200","Micro ATX",128,4,"Brown / Silver"
"1837","Gigabyte B560M DS3H PLUS",NA,"LGA1200","Micro ATX",128,4,"Black"
"1838","Biostar B760MX-E",NA,"LGA1700","Micro ATX",96,2,"Black"
"1839","Gigabyte B760M POWER",NA,"LGA1700","Micro ATX",96,2,"Gray / Black"
"1840","Gigabyte H610M S2",NA,"LGA1700","Micro ATX",64,2,"Brown / Silver"
"1841","Biostar B650MXC PRO",NA,"AM5","Micro ATX",192,4,"Black / Silver"
"1842","Asus PRIME H510M-E R2.0-CSM",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1843","Gigabyte H410M K",NA,"LGA1200","Micro ATX",64,2,"Brown / Gray"
"1844","Biostar B550MT",NA,"AM4","Micro ATX",64,2,"Black"
"1845","Biostar B650MS2",NA,"AM5","Micro ATX",96,2,"Black / Silver"
"1846","Biostar H610MX2-E D5",NA,"LGA1700","Micro ATX",96,2,"Brown / Black"
"1847","Biostar H610MHC-E",NA,"LGA1700","Micro ATX",64,2,"Black"
"1848","Biostar H610MHD D5",NA,"LGA1700","Micro ATX",96,2,"Black"
"1849","Biostar H610MHP 2.0",NA,"LGA1700","Micro ATX",64,2,"Black"
"1850","Biostar H610MT-E",NA,"LGA1700","Micro ATX",64,2,"Black"
"1851","Asus PRIME H610M-F D4 R2.0",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1852","Asus PRIME H610M-F D4 R2.0-CSM",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1853","Asus PRIME B760M-PLUS-CSM",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1854","Asus PRIME H510M-F R3.0",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1855","Asus B760M-AYW WIFI D4",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1856","Gigabyte B760M D3HP DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Gray"
"1857","Biostar Hi-Fi B350S1",NA,"AM4","Micro ATX",32,2,"Black"
"1858","ASRock H410M-HDVP",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1859","Biostar X470MH",NA,"AM4","Micro ATX",32,2,"Black"
"1860","Asus PRIME H510M-D/CSM",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1861","Asus EX-H610M-V3 D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Red / Black"
"1862","Gigabyte B660M POWER DDR4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1863","Biostar B660M-SILVER",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1864","Gigabyte H610M HD3P (rev. 2.0)",NA,"LGA1700","Micro ATX",64,2,"Brown / Black"
"1865","Gigabyte B660M AORUS ELITE DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1866","Asus PRIME H610M-F D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1867","Asus EX-B760M-V5 D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Red / Black"
"1868","Gigabyte B760 AORUS ELITE DDR4",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1869","Biostar B560MHP",NA,"LGA1200","Micro ATX",64,2,"Black"
"1870","Biostar B760MH D4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1871","Asus EX-B760M-V5-CSM",NA,"LGA1700","Micro ATX",96,2,"Red / Black"
"1872","Asus PRIME H510M-A R2.0-CSM",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1873","Biostar H610MS",NA,"LGA1700","Micro ATX",64,2,"Brown / Black"
"1874","Asus PRIME B760M-F D4-CSM",NA,"LGA1700","Micro ATX",64,2,"Black"
"1875","Gigabyte B660M K DDR4 (rev. 1.0)",NA,"LGA1700","Micro ATX",64,2,"Black"
