"","name","price","socket","form_factor","max_memory","memory_slots","color"
"883","Asus PRO A520M-C II/CSM",91.13,"AM4","Micro ATX",64,2,"Green / Black"
"884","Gigabyte B760M GAMING AC DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Red"
"885","Asus ROG MAXIMUS XII FORMULA",654,"LGA1200","ATX",128,4,"Black"
"886","Asus ROG STRIX B360-F GAMING",NA,"LGA1151-2","ATX",64,4,"Black"
"887","Gigabyte Z390 DESIGNARE",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"888","MSI B560M-A PRO",NA,"LGA1200","Micro ATX",64,2,"Black"
"889","MSI H410M-A PRO",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"890","ASRock B660 Pro RS",NA,"LGA1700","ATX",128,4,"Gray / Black"
"891","Biostar Z690 VALKYRIE",865.65,"LGA1700","ATX",192,4,"Black / Gray"
"892","Asus PRIME H770-PLUS",233.9,"LGA1700","ATX",192,4,"Silver / Black"
"893","MSI Z790 GAMING WIFI",NA,"LGA1700","ATX",192,4,"Black"
"894","MSI A320M PRO-VH PLUS",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"895","MSI X470 GAMING PRO",NA,"AM4","ATX",64,4,"Black / Red"
"896","Asus TUF Z370 Plus Gaming",NA,"LGA1151-2","ATX",64,4,"Black / Yellow"
"897","MSI B450M BAZOOKA",NA,"AM4","Micro ATX",64,4,"Black / Silver"
"898","ASRock B560M Pro4",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"899","Gigabyte GA-AX370M-DS3H",NA,"AM4","Micro ATX",64,4,"Black"
"900","MSI MPG Z390M GAMING EDGE AC",NA,"LGA1151-2","Micro ATX",128,4,"Black / Silver"
"901","Gigabyte B360N GSM",179.99,"LGA1151-2","Mini ITX",32,2,"Black"
"902","ASRock Z590M Pro4",249.99,"LGA1200","Micro ATX",128,4,"Black / Silver"
"903","ASRock Z390 Phantom Gaming-ITX/ac",NA,"LGA1151-2","Mini ITX",64,2,"Black / Silver"
"904","ASRock B760M Pro-A D4 WiFi",NA,"LGA1700","Micro ATX",128,4,"White / Black"
"905","Asus PRIME H610M-A D4",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"906","Gigabyte B760M AORUS ELITE AX DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"907","Gigabyte B360 AORUS Gaming 3 WIFI",NA,"LGA1151-2","ATX",64,4,"Black / Orange"
"908","Asus Z790 GAMING WIFI7",NA,"LGA1700","ATX",192,4,"Silver / Black"
"909","Asus PRIME Z690M-PLUS D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"910","Asus PRIME A320M-A",119.99,"AM4","Micro ATX",64,4,"Black / Gray"
"911","ASRock B660M Phantom Gaming 4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"912","MSI PRO B660M-G DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"913","MSI H310M PRO-M2 PLUS",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"914","Asus Pro B560M-CT/CSM",199,"LGA1200","Micro ATX",128,4,"Green"
"915","Gigabyte B660 DS3H DDR4",203.34,"LGA1700","ATX",128,4,"Black"
"916","Asus PRIME H610M-D D4",115.96,"LGA1700","Micro ATX",64,2,"Silver / Black"
"917","Asus ROG STRIX B660-F GAMING WIFI",NA,"LGA1700","ATX",192,4,"Black"
"918","ASRock Z590 Phantom Gaming-ITX/TB4",349,"LGA1200","Mini ITX",64,2,"Black / Red"
"919","Gigabyte Z590 AORUS PRO AX",305.99,"LGA1200","ATX",128,4,"Black"
"920","Asus ROG STRIX Z490-A GAMING",NA,"LGA1200","ATX",128,4,"Black / Silver"
"921","Asus TUF GAMING B560-PLUS WIFI",NA,"LGA1200","ATX",128,4,"Black"
"922","MSI Z370 SLI PLUS",381.49,"LGA1151-2","ATX",64,4,"Black / Gray"
"923","MSI MEG Z390 ACE",600,"LGA1151-2","ATX",128,4,"Black / Silver"
"924","Asus PRIME Z370-A II",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"925","Biostar A620MP-E PRO",NA,"AM5","Micro ATX",192,4,"Black / Silver"
"926","Asus TUF GAMING B660M-PLUS D4",303.67,"LGA1700","Micro ATX",128,4,"Orange / Black"
"927","ASRock Z590-C/ac",NA,"LGA1200","ATX",128,4,"Black"
"928","Gigabyte B560 HD3",NA,"LGA1200","ATX",128,4,"Black / Gray"
"929","Asus TUF Z390-PRO GAMING",355.99,"LGA1151-2","ATX",128,4,"Black / Gold"
"930","Colorful CVN X570M GAMING FROZEN V14",NA,"AM4","Micro ATX",128,4,"White"
"931","Gigabyte H410M S2 V3",NA,"LGA1200","Micro ATX",64,2,"Black / Gray"
"932","Asus ROG STRIX Z490-F GAMING",NA,"LGA1200","ATX",128,4,"Black"
"933","Asus PRIME B650M-R",NA,"AM5","Micro ATX",96,2,"Silver / Black"
"934","ASRock H670 Steel Legend",165.99,"LGA1700","ATX",128,4,"Silver / Gray"
"935","Gigabyte B560M AORUS PRO AX",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"936","Gigabyte B660M AORUS Pro AX DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"937","MSI PRO B650-VC WIFI",NA,"AM5","ATX",192,4,"Black / Silver"
"938","Asus Pro B660M-C D4-CSM",129.99,"LGA1700","Micro ATX",128,4,"Green / Black"
"939","ASRock Z690 Steel Legend",NA,"LGA1700","ATX",128,4,"Silver / Black"
"940","NZXT N7 Z590",NA,"LGA1200","ATX",128,4,"Black"
"941","Asus ROG STRIX Z490-G GAMING (WI-FI)",NA,"LGA1200","Micro ATX",128,4,"Black"
"942","Asus ROG STRIX B560-F GAMING WIFI",NA,"LGA1200","ATX",128,4,"Black / Silver"
"943","MSI MEG Z490I UNIFY",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"944","Gigabyte Z390 D",NA,"LGA1151-2","ATX",128,4,"Black / Silver"
"945","MSI MEG Z690 UNIFY-X",NA,"LGA1700","ATX",96,2,"Black / Silver"
"946","Gigabyte Z370 AORUS Gaming 5 (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"947","MSI MAG Z690M MORTAR WIFI",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"948","Gigabyte B550M S2H",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"949","Asus ROG Strix Z370-H Gaming",NA,"LGA1151-2","ATX",64,4,"Black / Red"
"950","MSI X470 GAMING PRO CARBON",NA,"AM4","ATX",64,4,"Black / Silver"
"951","Gigabyte B460M DS3H",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"952","MSI MEG B550 UNIFY",NA,"AM4","ATX",128,4,"Black / Silver"
"953","MSI MEG Z590 UNIFY",NA,"LGA1200","ATX",128,4,"Black"
"954","MSI MPG Z790 CARBON MAX WIFI",NA,"LGA1700","ATX",192,4,"Black"
"955","ASRock X370 KILLER SLI/ac",NA,"AM4","ATX",64,4,"Black / White"
"956","MSI B360M MORTAR",NA,"LGA1151-2","Micro ATX",64,4,"Black"
"957","Gigabyte B560M DS3H",NA,"LGA1200","Micro ATX",128,4,"Black"
"958","Gigabyte A620M H (rev. 1.0)",NA,"AM5","Micro ATX",96,2,"Black"
"959","ASRock B760M-C",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"960","ASRock Z390 Extreme4",199.99,"LGA1151-2","ATX",128,4,"Black"
"961","Asus PRIME B650M-A II",NA,"AM5","Micro ATX",192,4,"Silver / Black"
"962","Gigabyte B450M H",NA,"AM4","Micro ATX",32,2,"Black"
"963","Asus PRIME X670-P-CSM",NA,"AM5","ATX",192,4,"Silver / Black"
"964","Gigabyte B660 AORUS Master DDR4",313.12,"LGA1700","ATX",128,4,"Black"
"965","Gigabyte GA-AB350N-Gaming WIFI (rev. 1.0)",NA,"AM4","Mini ITX",32,2,"Black / Red"
"966","NZXT N7 Z390",NA,"LGA1151-2","ATX",64,4,"White / Black"
"967","Gigabyte B550M AORUS PRO",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"968","Biostar B660T-SILVER",NA,"LGA1700","Mini ITX",64,2,"Silver / Black"
"969","ASRock Z590 Pro4",NA,"LGA1200","ATX",128,4,"Black / Silver"
"970","ASRock H310M-HDV/M.2",199.99,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"971","Gigabyte Z590I AORUS ULTRA",509,"LGA1200","Mini ITX",64,2,"Black"
"972","Asus TUF GAMING B550M-ZAKU (WI-FI)",NA,"AM4","Micro ATX",128,4,"Black / Red"
"973","Gigabyte Z590I VISION D",NA,"LGA1200","Mini ITX",64,2,"Black / White"
"974","EVGA Z790 CLASSIFIED",NA,"LGA1700","EATX",128,4,"Black"
"975","Asus PRIME A620-PLUS WIFI6",NA,"AM5","ATX",192,4,"Silver / Black"
"976","ASRock A320M-ITX",NA,"AM4","Mini ITX",32,2,"Black / Silver"
"977","Asus ROG STRIX Z590-F GAMING WIFI",NA,"LGA1200","ATX",128,4,"Black / Silver"
"978","Asus PRIME H670-PLUS D4",246.89,"LGA1700","ATX",128,4,"Silver / Black"
"979","MSI MAG B660M MORTAR MAX WIFI DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"980","MSI X370 GAMING PLUS",NA,"AM4","ATX",64,4,"Black / Red"
"981","MSI B360 GAMING ARCTIC",NA,"LGA1151-2","ATX",64,4,"White"
"982","MSI MPG Z490M GAMING EDGE WIFI",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"983","MSI A320M PRO-VH",NA,"AM4","Micro ATX",64,2,"Brown / Black"
"984","MSI PRO B650-VC WIFI II",NA,"AM5","ATX",96,2,"Black / White"
"985","Gigabyte B560 AORUS PRO AX",294.89,"LGA1200","ATX",128,4,"Black"
"986","Asus Pro A620M-DASH-CSM",NA,"AM5","Micro ATX",96,2,"Green"
"987","Asus PRIME Z370-P II",NA,"LGA1151-2","ATX",64,4,"Silver / Black"
"988","ASRock B460M Pro4/ac",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"989","Gigabyte X670 AORUS ELITE AX (rev. 1.1)",NA,"AM5","ATX",192,4,"Black"
"990","ASRock Z690 Extreme WiFi 6E",NA,"LGA1700","ATX",128,4,"Black / Blue"
"991","Gigabyte X470 AORUS GAMING 5 WIFI",NA,"AM4","ATX",64,4,"Black / Orange"
"992","ASRock X570 PG Velocita",NA,"AM4","ATX",128,4,"Black / Silver"
"993","Gigabyte Z390 M GAMING",NA,"LGA1151-2","Micro ATX",128,4,"Black / Red"
"994","ASRock B360M-HDV",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"995","MSI MEG Z390 GODLIKE",NA,"LGA1151-2","EATX",128,4,"Black"
"996","MSI MPG Z590 GAMING FORCE",NA,"LGA1200","ATX",128,4,"Black"
"997","MSI MAG B760M MORTAR MAX WIFI",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"998","Asus TUF GAMING B450M-PRO S",NA,"AM4","Micro ATX",128,4,"Black"
"999","ASRock Z490 Phantom Gaming-ITX/TB3",NA,"LGA1200","Mini ITX",64,2,"Black"
"1000","MSI MAG B460 TORPEDO",249.9,"LGA1200","ATX",128,4,"Black"
"1001","ASRock B560M Steel Legend",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1002","Gigabyte Z490 AORUS ELITE",327.91,"LGA1200","ATX",128,4,"Black / Silver"
"1003","Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0)",NA,"LGA1700","Mini ITX",64,2,""
"1004","Asus TUF GAMING Z490-PLUS",NA,"LGA1200","ATX",128,4,"Black"
"1005","Gigabyte B660M AORUS ELITE AX DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1006","MSI B350I PRO AC",NA,"AM4","Mini ITX",32,2,"Brown / Black"
"1007","Gigabyte X470 AORUS GAMING 7 WIFI",NA,"AM4","ATX",64,4,"Black / Orange"
"1008","MSI PRO H610M-B DDR4",NA,"LGA1700","Micro ATX",64,2,"Black / Silver"
"1009","Asus Prime A320I-K",NA,"AM4","Mini ITX",32,2,"Black"
"1010","ASRock H410M-HDV/M.2",NA,"LGA1200","Micro ATX",64,2,"Black"
"1011","EVGA Z790 DARK K|NGP|N",NA,"LGA1700","EATX",64,2,"Black"
"1012","Asus ROG STRIX B560-G GAMING WIFI",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1013","Asus TUF GAMING B460-PLUS",NA,"LGA1200","ATX",128,4,"Black / Gold"
"1014","Gigabyte Z690 AORUS ELITE DDR4",249.99,"LGA1700","ATX",128,4,"Black / Silver"
"1015","Asus TUF Z390M-PRO GAMING (WI-FI)",NA,"LGA1151-2","Micro ATX",128,4,"Black / Gold"
"1016","Gigabyte GA-AB350-Gaming",NA,"AM4","ATX",64,4,"Black / Red"
"1017","MSI B350M MORTAR",NA,"AM4","Micro ATX",64,4,"Black / Red"
"1018","MSI MPG Z590M GAMING EDGE WIFI",NA,"LGA1200","Micro ATX",128,4,"Black"
"1019","MSI MAG B660 TOMAHAWK EVA e-PROJECT",NA,"LGA1700","ATX",192,4,"Purple / Black"
"1020","Gigabyte H370 AORUS Gaming 3 WIFI",NA,"LGA1151-2","ATX",64,4,"Black / Orange"
"1021","Gigabyte B550 AORUS PRO",NA,"AM4","ATX",128,4,"Black / Orange"
"1022","Gigabyte H310M H",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Brown"
"1023","Asus ROG STRIX B450-E GAMING",NA,"AM4","ATX",64,4,"Black"
"1024","Gigabyte A520M DS3H AC",NA,"AM4","Micro ATX",128,4,"Black"
"1025","MSI PRO B550-P GEN3",NA,"AM4","ATX",128,4,"Brown / Black"
"1026","MSI H510I PRO WIFI",NA,"LGA1200","Mini ITX",64,2,"Black / Silver"
"1027","MSI B450M BAZOOKA V2",NA,"AM4","Micro ATX",64,4,"Black"
"1028","ASRock B760M PG Riptide Wifi",NA,"LGA1700","Micro ATX",192,4,"Black"
"1029","Asus ROG Maximus XIII Extreme",684.66,"LGA1200","EATX",128,4,"Silver / Black"
"1030","Gigabyte GA-AX370-Gaming K7",NA,"AM4","ATX",64,4,"Black"
"1031","ASRock AB350 Gaming-ITX/ac",NA,"AM4","Mini ITX",32,2,"Black / Red"
"1032","ASRock X470 Master SLI/AC",NA,"AM4","ATX",64,4,"Black / Silver"
"1033","Gigabyte B660 GAMING X DDR4",NA,"LGA1700","ATX",128,4,"Black"
"1034","Asus Pro WS X570-ACE",589,"AM4","ATX",128,4,"Black"
"1035","MSI B560M PRO-VDH",NA,"LGA1200","Micro ATX",128,4,"Black"
"1036","Biostar Z690A VALKYRIE",NA,"LGA1700","ATX",128,4,"Black / Gray"
"1037","MSI B360M PRO-VDH",NA,"LGA1151-2","Micro ATX",64,4,"Black"
"1038","ASRock A520M/ac",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"1039","Asus PRIME H610M-A WIFI-CSM",NA,"LGA1700","Micro ATX",96,2,"Black"
"1040","Asus PRIME B560M-K",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1041","ASRock X470 Taichi",NA,"AM4","ATX",64,4,"Black / Silver"
"1042","MSI MEG X570 GODLIKE",NA,"AM4","EATX",128,4,"Black"
"1043","Asus Z590 WIFI GUNDAM EDITION",NA,"LGA1200","ATX",128,4,"Black / White"
"1044","Gigabyte B760 AORUS ELITE",267.5,"LGA1700","ATX",192,4,"Black"
"1045","ASRock B560 Pro4",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1046","ASRock AB350M",NA,"AM4","Micro ATX",32,2,"Black / White"
"1047","Gigabyte Z690I AORUS ULTRA LITE DDR4 (rev. 1.0)",NA,"LGA1700","Mini ITX",64,2,"Silver / Black"
"1048","ASRock B650 Pro RS WiFi",NA,"AM5","ATX",192,4,"Silver / Black"
"1049","MSI MAG B760M MORTAR",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1050","Gigabyte B650M AORUS ELITE",NA,"AM5","Micro ATX",192,4,"Black"
"1051","Biostar H610MHP",NA,"LGA1700","Micro ATX",64,2,"Brown / Black"
"1052","Asus PRIME Z590-V",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1053","Gigabyte X570S GAMING X",NA,"AM4","ATX",128,4,"Black / Silver"
"1054","MSI PRO-B660M-A-CEC-WIFI-DDR4",NA,"LGA1700","Micro ATX",128,4,"Black / Silver"
"1055","Biostar B650MT",NA,"AM5","Micro ATX",96,2,"Black / Silver"
"1056","MSI MAG B660 TOMAHAWK WIFI",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1057","ASRock B660M Steel Legend",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1058","Asus TUF B450-Pro Gaming",NA,"AM4","ATX",64,4,"Black"
"1059","Gigabyte GA-AB350M-DS3H V2",NA,"AM4","Micro ATX",64,4,"Black"
"1060","Asus PRIME H510M-A/CSM",165.35,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1061","Asus PRIME B560-PLUS AC-HES",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1062","ASRock Z590M-ITX/ax",NA,"LGA1200","Mini ITX",64,2,"Silver / Black"
"1063","Asus PRIME B760M-PLUS",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1064","ASRock B660M Pro RS/D5",NA,"LGA1700","Micro ATX",192,4,"Black / Gray"
"1065","Gigabyte B760M AORUS PRO AX",NA,"LGA1700","Micro ATX",192,4,"Black / Silver"
"1066","Asus ROG STRIX B660-G GAMING WIFI",NA,"LGA1700","Micro ATX",128,4,"Black"
"1067","ASRock H610M-HDV/M.2 R2.0",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1068","MSI Z370M MORTAR",NA,"LGA1151-2","Micro ATX",64,4,"Black / Red"
"1069","MSI B450M PRO-VDH PLUS",NA,"AM4","Micro ATX",64,4,"Black"
"1070","Gigabyte Z490 UD",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1071","MSI PRO B760M-E",NA,"LGA1700","Micro ATX",96,2,"Black"
"1072","ASRock Z390M-ITX/ac",NA,"LGA1151-2","Mini ITX",64,2,"Black / Silver"
"1073","MSI PRO Z790-P",NA,"LGA1700","ATX",192,4,"Black / Silver"
"1074","MSI Z370 GAMING M5",NA,"LGA1151-2","ATX",64,4,"Black"
"1075","Asus Prime B360-Plus",NA,"LGA1151-2","ATX",64,4,"Black / Gray"
"1076","MSI MEG Z690 GODLIKE",NA,"LGA1700","EATX",192,4,"Black / Silver"
"1077","Gigabyte Z690M AORUS ELITE DDR4",NA,"LGA1700","Micro ATX",128,4,"Black"
"1078","Asus PRIME A320M-E",207,"AM4","Micro ATX",64,2,"Black / Silver"
"1079","Gigabyte B760M GAMING WIFI",NA,"LGA1700","Micro ATX",96,2,"Silver / Black"
"1080","Biostar B550MX/E PRO",NA,"AM4","Micro ATX",128,4,"Black / Silver"
"1081","Gigabyte B660 DS3H AX DDR4",NA,"LGA1700","ATX",128,4,"Black"
"1082","Asus PRIME Z590M-PLUS",NA,"LGA1200","Micro ATX",128,4,"Silver / Black"
"1083","Gigabyte B650M C V2",NA,"AM5","Micro ATX",192,4,"Black / Gray"
"1084","Gigabyte Z370XP SLI (rev. 1.0)",NA,"LGA1151-2","ATX",64,4,"Black / White"
"1085","MSI B450M PRO-M2",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1086","Asus TUF B360M-PLUS GAMING S",NA,"LGA1151-2","Micro ATX",64,4,"Black / Gold"
"1087","Asus PRIME Z490-V",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1088","ASRock H610M/ac",NA,"LGA1700","Micro ATX",64,2,"Silver / Black"
"1089","ASRock H510M-HVS",NA,"LGA1200","Micro ATX",64,2,"Silver / Black"
"1090","MSI MEG Z490 UNIFY",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1091","ASRock X370 Taichi",NA,"AM4","ATX",64,4,"Black / White"
"1092","ASRock Z370 Killer SLI/ac",NA,"LGA1151-2","ATX",64,4,"Black / Silver"
"1093","ASRock Z370M-ITX/ac",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1094","Gigabyte B560M AORUS ELITE",NA,"LGA1200","Micro ATX",128,4,"Black"
"1095","Biostar B550T-SILVER",NA,"AM4","Mini ITX",64,2,"Black / Silver"
"1096","MSI PRO B760M-G DDR4",179.01,"LGA1700","Micro ATX",64,2,"Black"
"1097","Asus CROSSHAIR VI HERO (WI-FI AC)",NA,"AM4","ATX",64,4,"Black / Gray"
"1098","MSI Z370 GAMING PRO CARBON AC",NA,"LGA1151-2","ATX",64,4,"Black"
"1099","MSI MAG B460 TOMAHAWK",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1100","MSI B560M PRO",NA,"LGA1200","Micro ATX",64,2,"Black"
"1101","Gigabyte H410M S2H",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1102","Gigabyte B550M GAMING",NA,"AM4","Micro ATX",64,2,"Black / Silver"
"1103","Asus PRIME B650-PLUS-CSM",NA,"AM5","ATX",192,4,"Silver / Black"
"1104","Biostar Z690GTA",NA,"LGA1700","ATX",128,4,"Blue / Black"
"1105","MSI MAG B660M MORTAR WIFI",NA,"LGA1700","Micro ATX",192,4,"Silver / Black"
"1106","Asus TUF GAMING Z590-PLUS",NA,"LGA1200","ATX",128,4,"Black"
"1107","ASRock Z370M Pro4",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1108","NZXT N7 Z490",NA,"LGA1200","ATX",128,4,"White / Black"
"1109","ASRock B760M Pro-A WiFi",NA,"LGA1700","Micro ATX",192,4,"White / Black"
"1110","NZXT N7 Z490",NA,"LGA1200","ATX",128,4,"Black"
"1111","MSI PRO Z790-P DDR4",NA,"LGA1700","ATX",128,4,"Black / Silver"
"1112","Asus TUF Z370 Pro Gaming",NA,"LGA1151-2","ATX",64,4,"Black / Yellow"
"1113","Asus PRIME B360M-K",NA,"LGA1151-2","Micro ATX",32,2,"Black / Silver"
"1114","ASRock H370M-ITX/ac",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1115","ASRock Fatal1ty AB350 Gaming K4",NA,"AM4","ATX",64,4,"Black / Red"
"1116","ASRock Z390 STEEL LEGEND",NA,"LGA1151-2","ATX",128,4,"Silver / Black"
"1117","MSI B550M PRO",NA,"AM4","Micro ATX",64,2,"Black"
"1118","Asus ROG STRIX Z370-G GAMING (WI-FI AC)",NA,"LGA1151-2","Micro ATX",64,4,"Black / Silver"
"1119","Asus ROG STRIX B360-I GAMING",NA,"LGA1151-2","Mini ITX",32,2,"Black / Silver"
"1120","ASRock H510M-ITX/ac",NA,"LGA1200","Mini ITX",64,2,"Silver / Black"
"1121","Gigabyte Z590 VISION D",NA,"LGA1200","ATX",128,4,"Black / White"
"1122","Gigabyte Z690I AORUS ULTRA DDR4",NA,"LGA1700","Mini ITX",64,2,"Black / Silver"
"1123","MSI MEG X570S UNIFY-X MAX",NA,"AM4","ATX",64,2,"Black"
"1124","Gigabyte X570S AORUS PRO AX",NA,"AM4","ATX",128,4,"Black / Gray"
"1125","Biostar H510MHP 2.0",NA,"LGA1200","Micro ATX",64,2,"Black"
"1126","Asus ROG STRIX B360-H GAMING",NA,"LGA1151-2","ATX",64,4,"Red / Black"
"1127","Gigabyte X570 AORUS PRO",NA,"AM4","ATX",128,4,"Black / Silver"
"1128","Gigabyte GA-AX370-GAMING 5",NA,"AM4","ATX",64,4,"Black / White"
"1129","Asus TUF H310M-PLUS GAMING",NA,"LGA1151-2","Micro ATX",32,2,"Black / Gold"
"1130","Gigabyte Z690I AORUS ULTRA LITE",NA,"LGA1700","Mini ITX",96,2,"Black"
"1131","Asus Pro Q670M-C-CSM",169.19,"LGA1700","Micro ATX",128,4,"Green / Black"
"1132","Asus TUF GAMING B660M-E D4",222.29,"LGA1700","Micro ATX",128,4,"Black / Orange"
"1133","Asus PRIME H410M-A",NA,"LGA1200","Micro ATX",64,2,"Black"
"1134","MSI MAG B560 TORPEDO",NA,"LGA1200","ATX",128,4,"Black / Blue"
"1135","Asus PRIME A620M-E-CSM",142.43,"AM5","Micro ATX",96,2,"Black / Silver"
"1136","Asus ROG Strix H370-F Gaming",NA,"LGA1151-2","ATX",64,4,"Black"
"1137","Biostar H310MHP",NA,"LGA1151-2","Micro ATX",32,2,"Black"
"1138","MSI X370 SLI PLUS",NA,"AM4","ATX",64,4,"Black / White"
"1139","Gigabyte B550 AORUS PRO AX",NA,"AM4","ATX",128,4,"Black"
"1140","MSI MEG B550 UNIFY-X",NA,"AM4","ATX",64,2,"Black"
"1141","ASRock Z590 Steel Legend",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1142","Asus TUF GAMING B560M-PLUS",NA,"LGA1200","Micro ATX",128,4,"Black / Gold"
"1143","ASRock Z690 Steel Legend WiFi 6E",NA,"LGA1700","ATX",128,4,"Silver / Black"
"1144","MSI MEG Z490 ACE",399,"LGA1200","ATX",128,4,"Black / Gold"
"1145","Asus PRIME B760M-A AX D4",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1146","MSI H510M PRO-E",NA,"LGA1200","Micro ATX",64,2,"Black / Silver"
"1147","Asus PRO H610M-CT D4-CSM",98.99,"LGA1700","Micro ATX",64,2,"Green / Black"
"1148","MSI MAG B460M MORTAR",NA,"LGA1200","Micro ATX",128,4,"Black / Silver"
"1149","Gigabyte Z690 AERO D",NA,"LGA1700","EATX",192,4,"Black / Silver"
"1150","Gigabyte Z370 AORUS GAMING WIFI (rev. 1.0)",376.49,"LGA1151-2","ATX",64,4,"Black / Red"
"1151","MSI A320M PRO-M2 V2",NA,"AM4","Micro ATX",32,2,"Brown / Black"
"1152","ASRock Z590 Phantom Gaming 4",NA,"LGA1200","ATX",128,4,"Silver / Black"
"1153","Gigabyte B660 AORUS Master",401.59,"LGA1700","ATX",192,4,"Black"
"1154","Biostar A520MT",NA,"AM4","Micro ATX",64,2,"Black"
"1155","Gigabyte GA-AX370-Gaming K5",NA,"AM4","ATX",64,4,"Black / Orange"
"1156","Asus PRIME H310M-A",NA,"LGA1151-2","Micro ATX",32,2,"Silver / Black"
"1157","Gigabyte B360 HD3",NA,"LGA1151-2","ATX",64,4,"Silver / Black"
"1158","ASRock B460M-HDV",NA,"LGA1200","Micro ATX",64,2,"Black"
"1159","Gigabyte Z690 GAMING X",NA,"LGA1700","ATX",192,4,"Black / Gray"
"1160","EVGA Z690 DARK K|NGP|N",NA,"LGA1700","EATX",64,2,"Black / Gold"
"1161","Asus PRIME B760M-A WIFI D4-CSM",NA,"LGA1700","Micro ATX",128,4,"Silver / Black"
"1162","Gigabyte B650M C",NA,"AM5","Micro ATX",192,4,"Brown / Black"
"1163","Gigabyte Z490 AORUS MASTER",400.9,"LGA1200","ATX",128,4,"Black / Silver"
"1164","Gigabyte Z490 GAMING X",NA,"LGA1200","ATX",128,4,"Black / Silver"
"1165","ASRock AB350M-HDV",NA,"AM4","Micro ATX",32,2,"Black / White"
"1166","MSI B350 GAMING PRO CARBON",NA,"AM4","ATX",64,4,"Black"
"1167","Asus TUF B360-PRO GAMING",NA,"LGA1151-2","ATX",64,4,"Black / Orange"
"1168","MSI MAG B560M BAZOOKA",NA,"LGA1200","Micro ATX",128,4,"Black / Green"
"1169","Asus PRIME B760M-R D4",NA,"LGA1700","Micro ATX",64,2,"Black"
"1170","Gigabyte Z790 S WIFI DDR4 (rev. 1.0)",NA,"LGA1700","ATX",128,4,"Black"
"1171","Biostar H610MH D5",NA,"LGA1700","Micro ATX",96,2,"Black / Silver"
"1172","ASRock A320M-DGS",NA,"AM4","Micro ATX",32,2,"Black / Silver"
"1173","MSI X470 GAMING PRO MAX",NA,"AM4","ATX",128,4,"Black / Silver"
